time_s,amplitude_mV
10.8880,0.05377
10.8920,0.02677
10.8960,0.05266
10.9000,0.00789
10.9040,0.04464
10.9080,0.06253
10.9120,0.04198
10.9160,0.05276
10.9200,0.05306
10.9240,0.04594
10.9280,0.03078
10.9320,0.03046
10.9360,0.03649
10.9400,0.05472
10.9440,0.06333
10.9480,0.03332
10.9520,0.03824
10.9560,0.04242
10.9600,0.06918
10.9640,0.03851
10.9680,0.06311
10.9720,0.04188
10.9760,0.04276
10.9800,0.03979
10.9840,0.04493
10.9880,0.03135
10.9920,0.04595
10.9960,0.03371
11.0000,0.04735
11.0040,0.02025
11.0080,0.03950
11.0120,0.04582
11.0160,0.04433
11.0200,0.02529
11.0240,0.05778
11.0280,0.03503
11.0320,0.09204
11.0360,0.08549
11.0400,0.09792
11.0440,0.07586
11.0480,0.05355
11.0520,0.11740
11.0560,0.10154
11.0600,0.13473
11.0640,0.13583
11.0680,0.13260
11.0720,0.12209
11.0760,0.13423
11.0800,0.15401
11.0840,0.16760
11.0880,0.17287
11.0920,0.18622
11.0960,0.20918
11.1000,0.21885
11.1040,0.16839
11.1080,0.20036
11.1120,0.20593
11.1160,0.18954
11.1200,0.18962
11.1240,0.16457
11.1280,0.16763
11.1320,0.15472
11.1360,0.13622
11.1400,0.12879
11.1440,0.13212
11.1480,0.11021
11.1520,0.10424
11.1560,0.09262
11.1600,0.08013
11.1640,0.06247
11.1680,0.05284
11.1720,0.06797
11.1760,0.05339
11.1800,0.03507
11.1840,0.03870
11.1880,0.04506
11.1920,0.03482
11.1960,-0.01574
11.2000,-0.01057
11.2040,-0.08878
11.2080,-0.12944
11.2120,-0.18726
11.2160,-0.31524
11.2200,-0.39661
11.2240,-0.51694
11.2280,-0.57395
11.2320,-0.60841
11.2360,-0.57460
11.2400,-0.42848
11.2440,-0.14119
11.2480,0.20120
11.2520,0.61405
11.2560,1.00755
11.2600,1.32444
11.2640,1.48847
11.2680,1.53201
11.2720,1.34858
11.2760,1.07583
11.2800,0.65588
11.2840,0.25565
11.2880,-0.09086
11.2920,-0.38825
11.2960,-0.57964
11.3000,-0.61971
11.3040,-0.61656
11.3080,-0.52794
11.3120,-0.43955
11.3160,-0.31753
11.3200,-0.19773
11.3240,-0.13896
11.3280,-0.04328
11.3320,-0.01418
11.3360,0.00373
11.3400,0.01377
11.3440,0.01446
11.3480,0.03923
11.3520,0.03325
11.3560,0.04033
11.3600,0.05478
11.3640,0.03215
11.3680,0.04895
11.3720,0.01180
11.3760,0.06339
11.3800,0.02748
11.3840,0.04781
11.3880,0.05713
11.3920,0.06112
11.3960,0.06610
11.4000,0.07146
11.4040,0.09918
11.4080,0.09322
11.4120,0.08893
11.4160,0.05663
11.4200,0.08317
11.4240,0.12262
11.4280,0.07404
11.4320,0.10593
11.4360,0.11178
11.4400,0.16259
11.4440,0.13280
11.4480,0.15190
11.4520,0.15077
11.4560,0.14793
11.4600,0.18318
11.4640,0.18202
11.4680,0.19070
11.4720,0.21444
11.4760,0.21757
11.4800,0.23462
11.4840,0.23748
11.4880,0.25831
11.4920,0.27734
11.4960,0.27963
11.5000,0.30919
11.5040,0.30296
11.5080,0.33258
11.5120,0.32764
11.5160,0.32019
11.5200,0.35867
11.5240,0.34878
11.5280,0.37292
11.5320,0.37831
11.5360,0.35037
11.5400,0.37018
11.5440,0.35116
11.5480,0.35243
11.5520,0.34715
11.5560,0.38436
11.5600,0.37610
11.5640,0.37093
11.5680,0.32383
11.5720,0.34527
11.5760,0.32317
11.5800,0.31049
11.5840,0.30880
11.5880,0.30404
11.5920,0.29183
11.5960,0.26330
11.6000,0.26260
11.6040,0.26635
11.6080,0.26578
11.6120,0.23872
11.6160,0.21070
11.6200,0.23327
11.6240,0.20673
11.6280,0.17757
11.6320,0.14903
11.6360,0.12785
11.6400,0.17057
11.6440,0.14910
11.6480,0.11935
11.6520,0.11918
11.6560,0.08753
11.6600,0.11155
11.6640,0.07219
11.6680,0.06281
11.6720,0.08862
11.6760,0.05002
11.6800,0.05454
11.6840,0.06624
11.6880,0.04656
11.6920,0.05596
11.6960,0.01698
11.7000,0.02740
11.7040,0.03667
11.7080,0.02554
11.7120,0.01891
11.7160,0.00884
11.7200,0.00752
11.7240,0.00208
11.7280,0.01642
11.7320,-0.01250
11.7360,0.00176
11.7400,0.00709
11.7440,-0.00383
11.7480,0.00849
11.7520,-0.01295
11.7560,0.00931
11.7600,0.01517
11.7640,-0.01533
11.7680,-0.01655
11.7720,-0.03102
11.7760,-0.00437
11.7800,0.02273
11.7840,-0.01454
11.7880,-0.01104
11.7920,-0.03779
11.7960,-0.02205
11.8000,0.00191
11.8040,0.00464
11.8080,0.00163
11.8120,0.00643
11.8160,-0.01573
11.8200,-0.01853
11.8240,0.01700
11.8280,-0.02257
11.8320,-0.01126
11.8360,-0.01002
11.8400,-0.01262
11.8440,-0.00779
11.8480,-0.00467
11.8520,0.00664
11.8560,0.00442
11.8600,0.02850
11.8640,0.01428
11.8680,0.02323
11.8720,0.03718
11.8760,0.01909
11.8800,0.04112
11.8840,0.07163
11.8880,0.07647
11.8920,0.08244
11.8960,0.09708
11.9000,0.08315
11.9040,0.11123
11.9080,0.10575
11.9120,0.12679
11.9160,0.14926
11.9200,0.10791
11.9240,0.15034
11.9280,0.11555
11.9320,0.12891
11.9360,0.10101
11.9400,0.10365
11.9440,0.08294
11.9480,0.10963
11.9520,0.11138
11.9560,0.06168
11.9600,0.05423
11.9640,0.06695
11.9680,0.02658
11.9720,0.00945
11.9760,0.03048
11.9800,0.01201
11.9840,0.02398
11.9880,-0.00218
11.9920,-0.03429
11.9960,0.01521
12.0000,-0.02601
12.0040,-0.01905
12.0080,-0.03899
12.0120,-0.07599
12.0160,-0.11046
12.0200,-0.10466
12.0240,-0.17119
12.0280,-0.22925
12.0320,-0.35113
12.0360,-0.46113
12.0400,-0.57992
12.0440,-0.68665
12.0480,-0.69094
12.0520,-0.66615
12.0560,-0.52219
12.0600,-0.27077
12.0640,0.09181
12.0680,0.47307
12.0720,0.86805
12.0760,1.21307
12.0800,1.44778
12.0840,1.46208
12.0880,1.32195
12.0920,1.02898
12.0960,0.64680
12.1000,0.22417
12.1040,-0.14490
12.1080,-0.42886
12.1120,-0.63763
12.1160,-0.70313
12.1200,-0.70963
12.1240,-0.63434
12.1280,-0.52462
12.1320,-0.40634
12.1360,-0.30497
12.1400,-0.19757
12.1440,-0.13479
12.1480,-0.11116
12.1520,-0.08049
12.1560,-0.06998
12.1600,-0.02255
12.1640,-0.02267
12.1680,-0.05106
12.1720,-0.03498
12.1760,-0.01148
12.1800,-0.03559
12.1840,-0.03491
12.1880,-0.01122
12.1920,-0.03280
12.1960,0.01116
12.2000,-0.01341
12.2040,-0.02231
12.2080,-0.05387
12.2120,0.00379
12.2160,-0.02443
12.2200,0.00597
12.2240,0.01088
12.2280,0.01946
12.2320,-0.00567
12.2360,0.01367
12.2400,0.03890
12.2440,0.04759
12.2480,0.06931
12.2520,0.04452
12.2560,0.04397
12.2600,0.05003
12.2640,0.08580
12.2680,0.11077
12.2720,0.09782
12.2760,0.10757
12.2800,0.14046
12.2840,0.14044
12.2880,0.14763
12.2920,0.15608
12.2960,0.17701
12.3000,0.18290
12.3040,0.20699
12.3080,0.19899
12.3120,0.22560
12.3160,0.22081
12.3200,0.22403
12.3240,0.26429
12.3280,0.25990
12.3320,0.26009
12.3360,0.26051
12.3400,0.27787
12.3440,0.30754
12.3480,0.29780
12.3520,0.31355
12.3560,0.30961
12.3600,0.31977
12.3640,0.30430
12.3680,0.31271
12.3720,0.27294
12.3760,0.30018
12.3800,0.26095
12.3840,0.29931
12.3880,0.31971
12.3920,0.26830
12.3960,0.28592
12.4000,0.26821
12.4040,0.24200
12.4080,0.22799
12.4120,0.23245
12.4160,0.21552
12.4200,0.20391
12.4240,0.18761
12.4280,0.17229
12.4320,0.15171
12.4360,0.13010
12.4400,0.13957
12.4440,0.13394
12.4480,0.09597
12.4520,0.09462
12.4560,0.07064
12.4600,0.09547
12.4640,0.08936
12.4680,0.05525
12.4720,0.05219
12.4760,0.04965
12.4800,0.03259
12.4840,0.03643
12.4880,0.04768
12.4920,0.02890
12.4960,0.01948
12.5000,0.02896
12.5040,-0.02319
12.5080,-0.00399
12.5120,-0.03859
12.5160,0.00815
12.5200,-0.01077
12.5240,-0.02634
12.5280,-0.03510
12.5320,-0.03951
12.5360,-0.03761
12.5400,-0.05926
12.5440,-0.04503
12.5480,-0.04703
12.5520,-0.05350
12.5560,-0.05002
12.5600,-0.04701
12.5640,-0.04051
12.5680,-0.03260
12.5720,-0.05145
12.5760,-0.07575
12.5800,-0.04984
12.5840,-0.05883
12.5880,-0.04750
12.5920,-0.06969
12.5960,-0.06028
12.6000,-0.06097
12.6040,-0.04361
12.6080,-0.06054
12.6120,-0.06082
12.6160,-0.05355
12.6200,-0.04459
12.6240,-0.06032
12.6280,-0.07182
12.6320,-0.06331
12.6360,-0.04936
12.6400,-0.04478
12.6440,-0.02711
12.6480,-0.06707
12.6520,-0.06034
12.6560,-0.03581
12.6600,-0.06024
12.6640,-0.04251
12.6680,-0.03685
12.6720,-0.04975
12.6760,-0.03631
12.6800,-0.02072
12.6840,-0.03389
12.6880,-0.03330
12.6920,-0.02087
12.6960,-0.01985
12.7000,-0.01371
12.7040,-0.04108
12.7080,-0.03334
12.7120,-0.03465
12.7160,-0.02478
12.7200,-0.03296
12.7240,-0.02271
12.7280,-0.00148
12.7320,-0.01459
12.7360,0.00995
12.7400,0.01210
12.7440,0.05336
12.7480,0.06665
12.7520,0.06816
12.7560,0.08159
12.7600,0.10106
12.7640,0.10072
12.7680,0.10300
12.7720,0.07802
12.7760,0.07917
12.7800,0.10616
12.7840,0.12084
12.7880,0.10655
12.7920,0.10328
12.7960,0.07626
12.8000,0.07751
12.8040,0.10046
12.8080,0.06461
12.8120,0.05569
12.8160,0.03670
12.8200,0.06419
12.8240,0.01601
12.8280,0.03168
12.8320,-0.01003
12.8360,-0.02580
12.8400,-0.00159
12.8440,-0.01723
12.8480,0.00028
12.8520,-0.01174
12.8560,-0.00864
12.8600,-0.03447
12.8640,-0.04389
12.8680,-0.05687
12.8720,-0.04070
12.8760,-0.11223
12.8800,-0.13251
12.8840,-0.24243
12.8880,-0.33262
12.8920,-0.40438
12.8960,-0.52872
12.9000,-0.65204
12.9040,-0.66198
12.9080,-0.68156
12.9120,-0.60374
12.9160,-0.43096
12.9200,-0.12828
12.9240,0.22312
12.9280,0.65077
12.9320,1.03462
12.9360,1.33929
12.9400,1.46874
12.9440,1.41180
12.9480,1.20708
12.9520,0.91108
12.9560,0.47155
12.9600,0.06651
12.9640,-0.26200
12.9680,-0.54153
12.9720,-0.68140
12.9760,-0.68867
12.9800,-0.65276
12.9840,-0.56654
12.9880,-0.42794
12.9920,-0.34135
12.9960,-0.23927
13.0000,-0.19596
13.0040,-0.12670
13.0080,-0.09766
13.0120,-0.05300
13.0160,-0.03469
13.0200,-0.03810
13.0240,-0.02594
13.0280,-0.01130
13.0320,-0.01368
13.0360,-0.00631
13.0400,-0.01578
13.0440,-0.02245
13.0480,-0.02427
13.0520,-0.01966
13.0560,0.00573
13.0600,0.00743
13.0640,-0.00030
13.0680,0.00971
13.0720,-0.01089
13.0760,0.01906
13.0800,0.02753
13.0840,0.01396
13.0880,0.04186
13.0920,0.02628
13.0960,0.05770
13.1000,0.05815
13.1040,0.07851
13.1080,0.08691
13.1120,0.10571
13.1160,0.08722
13.1200,0.11636
13.1240,0.10985
13.1280,0.12642
13.1320,0.13546
13.1360,0.13570
13.1400,0.16384
13.1440,0.19134
13.1480,0.18145
13.1520,0.21451
13.1560,0.17123
13.1600,0.24734
13.1640,0.21772
13.1680,0.25386
13.1720,0.28007
13.1760,0.24776
13.1800,0.28590
13.1840,0.31051
13.1880,0.30112
13.1920,0.30618
13.1960,0.31583
13.2000,0.32585
13.2040,0.33607
13.2080,0.34068
13.2120,0.32644
13.2160,0.33189
13.2200,0.35324
13.2240,0.36152
13.2280,0.33746
13.2320,0.33201
13.2360,0.34054
13.2400,0.34411
13.2440,0.32647
13.2480,0.31973
13.2520,0.32426
13.2560,0.30990
13.2600,0.30990
13.2640,0.28574
13.2680,0.27115
13.2720,0.25940
13.2760,0.23470
13.2800,0.24968
13.2840,0.22209
13.2880,0.24085
13.2920,0.19278
13.2960,0.19453
13.3000,0.17071
13.3040,0.17071
13.3080,0.14470
13.3120,0.13351
13.3160,0.13654
13.3200,0.13702
13.3240,0.14235
13.3280,0.13096
13.3320,0.08143
13.3360,0.08680
13.3400,0.11400
13.3440,0.06831
13.3480,0.06528
13.3520,0.05492
13.3560,0.06537
13.3600,0.06627
13.3640,0.04896
13.3680,0.03209
13.3720,0.05113
13.3760,0.03727
13.3800,0.01162
13.3840,0.01476
13.3880,0.04471
13.3920,0.04492
13.3960,0.02130
13.4000,0.03182
13.4040,0.03267
13.4080,0.01205
13.4120,0.01190
13.4160,0.02227
13.4200,0.02543
13.4240,-0.00051
13.4280,0.00949
13.4320,0.02426
13.4360,0.03584
13.4400,0.00899
13.4440,0.00174
13.4480,0.00508
13.4520,0.00644
13.4560,0.01105
13.4600,-0.00689
13.4640,0.02496
13.4680,-0.01848
13.4720,-0.01123
13.4760,0.00469
13.4800,0.02298
13.4840,0.00276
13.4880,0.02024
13.4920,0.01612
13.4960,-0.00997
13.5000,0.03465
13.5040,0.01432
13.5080,0.01840
13.5120,-0.00319
13.5160,0.01738
13.5200,0.03346
13.5240,0.01808
13.5280,0.01037
13.5320,0.02485
13.5360,0.02791
13.5400,0.04498
13.5440,0.05231
13.5480,0.05775
13.5520,0.04618
13.5560,0.07823
13.5600,0.02901
13.5640,0.07654
13.5680,0.07075
13.5720,0.05868
13.5760,0.08092
13.5800,0.10934
13.5840,0.12035
13.5880,0.12118
13.5920,0.14127
13.5960,0.13885
13.6000,0.16587
13.6040,0.16779
13.6080,0.15240
13.6120,0.17573
13.6160,0.18773
13.6200,0.16494
13.6240,0.15272
13.6280,0.16338
13.6320,0.17479
13.6360,0.15162
13.6400,0.16059
13.6440,0.11783
13.6480,0.11733
13.6520,0.12832
13.6560,0.11589
13.6600,0.09779
13.6640,0.08263
13.6680,0.09685
13.6720,0.07160
13.6760,0.09174
13.6800,0.06116
13.6840,0.05580
13.6880,0.04253
13.6920,0.06156
13.6960,0.01847
13.7000,0.04236
13.7040,0.01360
13.7080,-0.01710
13.7120,-0.02459
13.7160,-0.08360
13.7200,-0.11143
13.7240,-0.22121
13.7280,-0.32941
13.7320,-0.44223
13.7360,-0.50691
13.7400,-0.60642
13.7440,-0.63999
13.7480,-0.56134
13.7520,-0.40669
13.7560,-0.13221
13.7600,0.24664
13.7640,0.65216
13.7680,1.01041
13.7720,1.34622
13.7760,1.52926
13.7800,1.51867
13.7840,1.34150
13.7880,0.99432
13.7920,0.64755
13.7960,0.21283
13.8000,-0.13728
13.8040,-0.39553
13.8080,-0.55440
13.8120,-0.64015
13.8160,-0.59609
13.8200,-0.52808
13.8240,-0.41509
13.8280,-0.30130
13.8320,-0.18618
13.8360,-0.12852
13.8400,-0.03693
13.8440,-0.01363
13.8480,-0.02627
13.8520,0.02558
13.8560,0.01114
13.8600,0.04850
13.8640,0.04747
13.8680,0.05049
13.8720,0.08602
13.8760,0.04884
13.8800,0.06334
13.8840,0.10645
13.8880,0.07870
13.8920,0.06932
13.8960,0.07574
13.9000,0.06897
13.9040,0.08831
13.9080,0.06233
13.9120,0.08721
13.9160,0.07906
13.9200,0.10259
13.9240,0.12152
13.9280,0.08828
13.9320,0.11573
13.9360,0.12933
13.9400,0.12161
13.9440,0.14212
13.9480,0.15987
13.9520,0.16174
13.9560,0.16077
13.9600,0.19348
13.9640,0.21354
13.9680,0.20317
13.9720,0.22840
13.9760,0.22888
13.9800,0.21695
13.9840,0.26073
13.9880,0.27782
13.9920,0.29175
13.9960,0.28311
14.0000,0.33731
14.0040,0.31806
14.0080,0.32012
14.0120,0.31238
14.0160,0.32808
14.0200,0.34137
14.0240,0.34086
14.0280,0.39437
14.0320,0.38724
14.0360,0.35044
14.0400,0.38839
14.0440,0.39657
14.0480,0.39630
14.0520,0.43942
14.0560,0.38905
14.0600,0.42436
14.0640,0.39650
14.0680,0.42981
14.0720,0.34759
14.0760,0.39151
14.0800,0.41344
14.0840,0.38529
14.0880,0.35135
14.0920,0.33405
14.0960,0.33974
14.1000,0.32377
14.1040,0.31114
14.1080,0.34660
14.1120,0.30953
14.1160,0.28412
14.1200,0.26900
14.1240,0.25332
14.1280,0.27035
14.1320,0.25421
14.1360,0.22581
14.1400,0.25152
14.1440,0.20075
14.1480,0.19330
14.1520,0.19511
14.1560,0.16502
14.1600,0.17739
14.1640,0.13965
14.1680,0.13897
14.1720,0.16670
14.1760,0.13689
14.1800,0.13273
14.1840,0.11118
14.1880,0.12478
14.1920,0.10403
14.1960,0.08445
14.2000,0.11749
14.2040,0.09427
14.2080,0.10186
14.2120,0.07760
14.2160,0.06409
14.2200,0.08073
14.2240,0.07808
14.2280,0.07563
14.2320,0.07591
14.2360,0.05280
14.2400,0.09047
14.2440,0.07017
14.2480,0.07150
14.2520,0.02872
14.2560,0.03197
14.2600,0.03919
14.2640,0.02886
14.2680,0.04855
14.2720,0.05843
14.2760,0.05583
14.2800,0.06204
14.2840,0.08881
14.2880,0.03184
14.2920,0.03711
14.2960,0.06596
14.3000,0.04046
14.3040,0.02879
14.3080,0.03579
14.3120,0.05217
14.3160,0.04958
14.3200,0.04847
14.3240,0.05323
14.3280,0.05436
14.3320,0.02949
14.3360,0.03797
14.3400,0.05839
14.3440,0.05324
14.3480,0.02772
14.3520,0.04511
14.3560,0.05007
14.3600,0.02721
14.3640,0.00306
14.3680,0.03223
14.3720,0.06242
14.3760,0.02621
14.3800,0.05023
14.3840,0.02887
14.3880,0.04018
14.3920,0.07985
14.3960,0.05790
14.4000,0.07836
14.4040,0.01404
14.4080,0.05494
14.4120,0.07005
14.4160,0.06679
14.4200,0.06639
14.4240,0.05707
14.4280,0.09693
14.4320,0.07492
14.4360,0.11555
14.4400,0.10022
14.4440,0.12576
14.4480,0.10084
14.4520,0.12891
14.4560,0.15029
14.4600,0.13475
14.4640,0.14045
14.4680,0.15738
14.4720,0.16603
14.4760,0.20806
14.4800,0.15301
14.4840,0.17963
14.4880,0.21478
14.4920,0.18797
14.4960,0.20944
14.5000,0.18387
14.5040,0.17120
14.5080,0.19755
14.5120,0.17148
14.5160,0.15137
14.5200,0.12417
14.5240,0.12792
14.5280,0.10985
14.5320,0.09455
14.5360,0.11684
14.5400,0.07459
14.5440,0.06299
14.5480,0.09220
14.5520,0.06691
14.5560,0.03145
14.5600,0.06213
14.5640,0.03514
14.5680,0.04146
14.5720,0.04151
14.5760,0.04941
14.5800,0.01135
14.5840,-0.04598
14.5880,-0.05336
14.5920,-0.14554
14.5960,-0.23593
14.6000,-0.31366
14.6040,-0.42810
14.6080,-0.56094
14.6120,-0.60389
14.6160,-0.63525
14.6200,-0.53561
14.6240,-0.40974
14.6280,-0.11411
14.6320,0.28153
14.6360,0.67645
14.6400,1.05796
14.6440,1.36875
14.6480,1.47735
14.6520,1.50173
14.6560,1.30129
14.6600,0.95749
14.6640,0.59384
14.6680,0.17270
14.6720,-0.15766
14.6760,-0.43052
14.6800,-0.58991
14.6840,-0.63991
14.6880,-0.59328
14.6920,-0.55079
14.6960,-0.39364
14.7000,-0.29611
14.7040,-0.18289
14.7080,-0.13514
14.7120,-0.07772
14.7160,-0.04604
14.7200,0.00659
14.7240,-0.00113
14.7280,0.03128
14.7320,0.03103
14.7360,0.02494
14.7400,0.03049
14.7440,0.04581
14.7480,0.03238
14.7520,0.04597
14.7560,0.00671
14.7600,0.02460
14.7640,0.03428
14.7680,0.06063
14.7720,0.04022
14.7760,0.06111
14.7800,0.04792
14.7840,0.04423
14.7880,0.06052
14.7920,0.06629
14.7960,0.08586
14.8000,0.09336
14.8040,0.10177
14.8080,0.11620
14.8120,0.10486
14.8160,0.08988
14.8200,0.10252
14.8240,0.12388
14.8280,0.15703
14.8320,0.13395
14.8360,0.14140
14.8400,0.17525
14.8440,0.17202
14.8480,0.20741
14.8520,0.19622
14.8560,0.21198
14.8600,0.22571
14.8640,0.23576
14.8680,0.23924
14.8720,0.24716
14.8760,0.28059
14.8800,0.27925
14.8840,0.29266
14.8880,0.28310
14.8920,0.31241
14.8960,0.32798
14.9000,0.33962
14.9040,0.36491
14.9080,0.33635
14.9120,0.34673
14.9160,0.33437
14.9200,0.33126
14.9240,0.36955
14.9280,0.33592
14.9320,0.35995
14.9360,0.36626
14.9400,0.37833
14.9440,0.36111
14.9480,0.35916
14.9520,0.34809
14.9560,0.34692
14.9600,0.31237
14.9640,0.34699
14.9680,0.29580
14.9720,0.28495
14.9760,0.30396
14.9800,0.30772
14.9840,0.27388
14.9880,0.26166
14.9920,0.22741
14.9960,0.21974
15.0000,0.19645
15.0040,0.18734
15.0080,0.21296
15.0120,0.15350
15.0160,0.17577
15.0200,0.16836
15.0240,0.13640
15.0280,0.13122
15.0320,0.06349
15.0360,0.11008
15.0400,0.08373
15.0440,0.05424
15.0480,0.08616
15.0520,0.05783
15.0560,0.06119
15.0600,0.05518
15.0640,0.05943
15.0680,0.03972
15.0720,0.03245
15.0760,0.02511
15.0800,0.02402
15.0840,0.03670
15.0880,0.03173
15.0920,0.00789
15.0960,0.01109
15.1000,0.00508
15.1040,-0.01139
15.1080,0.03559
15.1120,-0.01005
15.1160,0.00847
15.1200,-0.00131
15.1240,0.01107
15.1280,-0.04119
15.1320,0.00408
15.1360,0.00030
15.1400,-0.04874
15.1440,-0.00598
15.1480,-0.00140
15.1520,-0.02980
15.1560,-0.02036
15.1600,-0.01667
15.1640,-0.02605
15.1680,-0.01971
15.1720,0.01219
15.1760,-0.00630
15.1800,-0.01191
15.1840,-0.00297
15.1880,-0.02859
15.1920,-0.03848
15.1960,-0.02222
15.2000,-0.01387
15.2040,-0.01255
15.2080,-0.02300
15.2120,-0.04250
15.2160,-0.00834
15.2200,-0.02641
15.2240,-0.02225
15.2280,0.00354
15.2320,-0.00582
15.2360,0.02260
15.2400,0.00086
15.2440,0.00702
15.2480,0.01071
15.2520,0.02236
15.2560,0.02487
15.2600,0.03746
15.2640,0.04238
15.2680,0.06478
15.2720,0.07971
15.2760,0.07145
15.2800,0.08191
15.2840,0.10486
15.2880,0.12985
15.2920,0.10091
15.2960,0.11477
15.3000,0.12579
15.3040,0.16046
15.3080,0.10850
15.3120,0.15151
15.3160,0.13187
15.3200,0.11553
15.3240,0.07684
15.3280,0.08373
15.3320,0.08237
15.3360,0.09029
15.3400,0.06040
15.3440,0.06357
15.3480,0.04690
15.3520,0.02630
15.3560,0.03026
15.3600,0.02342
15.3640,-0.00539
15.3680,0.00167
15.3720,0.02271
15.3760,0.00268
15.3800,0.01025
15.3840,-0.02359
15.3880,-0.04085
15.3920,-0.05757
15.3960,-0.07136
15.4000,-0.05149
15.4040,-0.15128
15.4080,-0.21067
15.4120,-0.29701
15.4160,-0.36931
15.4200,-0.48039
15.4240,-0.59204
15.4280,-0.66817
15.4320,-0.70474
15.4360,-0.67392
15.4400,-0.50673
15.4440,-0.22148
15.4480,0.10133
15.4520,0.53054
15.4560,0.91255
15.4600,1.25142
15.4640,1.43151
15.4680,1.44156
15.4720,1.28647
15.4760,0.99456
15.4800,0.60714
15.4840,0.20797
15.4880,-0.20286
15.4920,-0.46115
15.4960,-0.63715
15.5000,-0.70527
15.5040,-0.70460
15.5080,-0.62868
15.5120,-0.50117
15.5160,-0.39360
15.5200,-0.28055
15.5240,-0.24968
15.5280,-0.13162
15.5320,-0.10453
15.5360,-0.06795
15.5400,-0.04112
15.5440,-0.03454
15.5480,-0.04623
15.5520,-0.04312
15.5560,-0.02977
15.5600,-0.03051
15.5640,-0.01533
15.5680,-0.06779
15.5720,-0.02513
15.5760,-0.00142
15.5800,-0.01165
15.5840,-0.01708
15.5880,-0.00179
15.5920,-0.03116
15.5960,-0.00940
15.6000,0.00322
15.6040,0.01816
15.6080,0.00147
15.6120,0.00476
15.6160,0.01045
15.6200,0.02373
15.6240,0.01509
15.6280,0.04444
15.6320,0.05686
15.6360,0.07336
15.6400,0.08715
15.6440,0.05468
15.6480,0.09622
15.6520,0.07984
15.6560,0.09262
15.6600,0.12593
15.6640,0.12500
15.6680,0.16146
15.6720,0.14659
15.6760,0.17860
15.6800,0.18326
15.6840,0.20897
15.6880,0.20271
15.6920,0.21338
15.6960,0.20782
15.7000,0.22571
15.7040,0.23901
15.7080,0.22801
15.7120,0.25658
15.7160,0.25736
15.7200,0.27650
15.7240,0.27943
15.7280,0.32102
15.7320,0.27732
15.7360,0.27650
15.7400,0.27598
15.7440,0.29762
15.7480,0.31118
15.7520,0.30551
15.7560,0.30287
15.7600,0.33140
15.7640,0.31320
15.7680,0.30925
15.7720,0.28148
15.7760,0.27640
15.7800,0.28588
15.7840,0.24638
15.7880,0.25056
15.7920,0.20392
15.7960,0.19881
15.8000,0.20637
15.8040,0.21413
15.8080,0.16864
15.8120,0.18638
15.8160,0.17127
15.8200,0.13764
15.8240,0.13874
15.8280,0.14651
15.8320,0.14326
15.8360,0.11301
15.8400,0.10635
15.8440,0.05321
15.8480,0.07152
15.8520,0.05313
15.8560,0.05634
15.8600,0.05688
15.8640,0.01904
15.8680,0.04156
15.8720,0.00484
15.8760,-0.01679
15.8800,0.02055
15.8840,0.02457
15.8880,0.01584
15.8920,-0.01769
15.8960,-0.00621
15.9000,-0.03925
15.9040,-0.01968
15.9080,-0.00359
15.9120,0.00212
15.9160,-0.05051
15.9200,-0.03556
15.9240,-0.03291
15.9280,-0.03136
15.9320,-0.02533
15.9360,-0.05221
15.9400,-0.03691
15.9440,-0.05696
15.9480,-0.01156
15.9520,-0.07097
15.9560,-0.07663
15.9600,-0.06546
15.9640,-0.05339
15.9680,-0.04391
15.9720,-0.03882
15.9760,-0.04598
15.9800,-0.04063
15.9840,-0.04166
15.9880,-0.07646
15.9920,-0.06451
15.9960,-0.04462
16.0000,-0.05910
16.0040,-0.05345
16.0080,-0.04742
16.0120,-0.03516
16.0160,-0.03066
16.0200,-0.03149
16.0240,-0.04776
16.0280,-0.00179
16.0320,-0.03902
16.0360,-0.04387
16.0400,-0.04787
16.0440,-0.02789
16.0480,-0.02418
16.0520,-0.03301
16.0560,-0.03625
16.0600,-0.03506
16.0640,-0.00842
16.0680,0.01467
16.0720,-0.01975
16.0760,-0.02183
16.0800,-0.00748
16.0840,0.02693
16.0880,0.01244
16.0920,0.03725
16.0960,0.06394
16.1000,0.04102
16.1040,0.06396
16.1080,0.07448
16.1120,0.09220
16.1160,0.10279
16.1200,0.07312
16.1240,0.11584
16.1280,0.09873
16.1320,0.08798
16.1360,0.10765
16.1400,0.10545
16.1440,0.11482
16.1480,0.08199
16.1520,0.10391
16.1560,0.08491
16.1600,0.06046
16.1640,0.06164
16.1680,0.05732
16.1720,0.05035
16.1760,0.02883
16.1800,0.02050
16.1840,0.02711
16.1880,0.00907
16.1920,-0.01824
16.1960,-0.02599
16.2000,-0.01004
16.2040,-0.01570
16.2080,-0.03277
16.2120,-0.02705
16.2160,-0.03526
16.2200,-0.07406
16.2240,-0.05468
16.2280,-0.12364
16.2320,-0.16217
16.2360,-0.26117
16.2400,-0.35147
16.2440,-0.45022
16.2480,-0.57088
16.2520,-0.65795
16.2560,-0.69995
16.2600,-0.69066
16.2640,-0.56551
16.2680,-0.34356
16.2720,-0.03574
16.2760,0.34875
16.2800,0.78409
16.2840,1.11856
16.2880,1.38413
16.2920,1.46976
16.2960,1.38876
16.3000,1.10605
16.3040,0.78053
16.3080,0.36938
16.3120,-0.03122
16.3160,-0.35464
16.3200,-0.56027
